User-ID;Age
37567;36
37573;33
37605;30
37623;32
37644;18
37654;49
37691;26
37712;23
37874;43
37968;50
37989;57
38023;30
38034;26
38091;28
38229;23
38281;33
38464;33
38544;34
38590;31
38654;17
38660;40
38703;49
38762;29
38781;31
38802;23
38933;37
38950;26
38995;44
39195;38
39227;37
39281;45
39345;47
39372;68
39396;20
39441;26
39467;35
39502;56
39584;32
39616;38
39646;35
39705;25
39773;49
39974;26
40012;44
40415;34
40435;24
40612;25
40647;40
40772;49
40838;54
40888;49
40889;37
40914;28
40922;53
40943;40
41057;51
41058;25
41084;36
41086;42
41088;39
41111;25
41117;34
41123;40
41177;38
41364;34
41392;48
41589;51
41596;40
41634;63
41757;58
41760;50
41781;54
41911;19
42093;50
42099;47
42274;26
42372;21
42408;20
42419;33
42458;47
42459;29
42466;38
42573;78
42597;52
42601;29
42852;24
42883;51
42914;26
42944;48
42948;42
43004;45
43006;29
43163;21
43246;36
43359;33
43397;33
43404;43
43481;57
43595;23
43619;26
43626;41
43639;52
43687;27
43806;31
43807;32
43909;27
43910;43
43920;29
43962;23
44252;28
44296;26
44297;22
44450;35
44467;29
44535;20
44590;30
44595;39
44647;54
44728;31
44756;62
44845;29
44852;39
44925;33
45113;34
45184;35
45383;51
45416;48
45418;51
45557;33
46099;19
46133;29
46145;43
46154;34
46197;26
46258;29
46269;26
46293;38
46345;53
46398;37
46443;14
46633;23
46671;49
46892;35
46909;31
47117;34
47118;42
47128;33
47279;29
47293;41
47368;37
47512;28
47594;52
47609;34
47743;41
47807;31
47856;32
47971;40
47975;37
48025;43
48037;16
48138;29
48217;40
48261;53
48268;18
48355;35
48424;49
48445;35
48494;51
48539;23
48579;24
48595;23
48630;34
48911;57
48995;44
49109;38
49154;41
49155;26
49212;38
49392;28
49423;26
49460;37
49771;35
49842;40
49900;48
49980;27
49994;40
50092;48
50141;58
50204;36
50205;62
50206;36
50526;30
50547;32
50681;50
50849;52
50955;34
51082;30
51165;35
51192;48
51207;35
51365;48
51386;41
51450;54
51526;34
51545;67
51571;49
51627;24
51665;33
51803;34
51805;36
51856;59
51883;31
51992;43
52011;37
52021;27
52044;46
52060;38
52159;49
52199;47
52293;61
52350;31
52521;38
52584;45
52614;33
52807;38
52811;33
52853;61
52917;42
53042;59
53174;29
53220;36
53256;21
53278;34
53304;52
53365;29
53392;34
53414;49
53418;28
53430;25
53590;40
53614;30
53628;22
53663;51
53846;55
54005;59
54193;27
54206;24
54218;27
54283;33
54335;43
54497;48
54511;50
54564;34
54589;49
54624;34
54652;30
54884;33
54898;35
55006;34
55027;44
55065;31
55075;33
55142;47
55178;25
55187;48
55203;57
55375;18
55438;42
55441;32
55487;37
55490;25
55492;43
55493;35
55559;34
55734;37
55779;43
55789;35
55858;28
55892;45
55927;17
56157;36
56193;34
56198;41
56201;65
56271;22
56272;19
56360;35
56391;40
56399;63
56447;22
56554;39
56625;26
56856;23
56959;52
57006;30
57072;56
57095;18
57105;32
57108;38
57200;35
57302;32
57398;39
57412;25
57449;29
57599;27
57713;52
57725;43
57726;19
57833;58
58062;52
58067;26
58142;43
58255;14
58389;57
58458;23
58529;36
58594;33
58612;54
58641;21
58644;46
58768;35
58911;58
58961;34
59038;28
59059;19
59150;37
59172;36
59180;55
59189;33
59209;41
59297;34
59305;27
59499;38
59504;39
59656;53
59727;24
59812;48
59820;24
59912;27
59971;27
60029;42
60041;29
60050;40
60098;35
60130;41
60244;47
60263;52
60307;46
60337;50
60392;43
60427;37
60445;31
60569;41
60621;57
60631;34
60707;38
60797;24
60809;33
60823;49
60858;25
60905;27
61028;50
61038;53
61107;41
61147;44
61211;65
61257;25
61354;47
61668;41
61704;58
61775;35
61888;46
61901;63
61910;44
62172;19
62239;9
62272;30
62348;67
62464;26
62542;40
62688;31
62755;50
62833;16
62862;47
62881;39
62891;27
62895;39
62958;23
62966;23
63004;44
63243;33
63293;37
63360;29
63389;25
63394;22
63494;23
63595;41
63625;15
63854;45
63865;39
63956;28
63993;43
63997;36
64015;28
64075;46
64126;31
64241;43
64310;46
64436;36
64440;34
64535;43
64943;33
64946;34
65032;17
65038;28
65068;61
65145;54
65208;30
65228;58
65258;42
65382;43
65401;41
65484;51
65584;26
65663;32
65665;40
65769;36
65791;29
65913;48
66055;32
66073;28
66113;33
66161;53
66323;34
66387;52
66443;29
66574;27
66591;35
66640;42
66680;67
66789;55
66853;39
66878;42
66942;31
66945;26
67034;57
67198;13
67288;26
67296;39
67397;50
67403;31
67442;32
67515;45
67547;42
67663;47
67677;50
67693;24
67694;44
67749;13
67782;12
67840;50
67910;35
67997;53
68000;10
68054;53
68156;34
68185;22
68249;50
68256;28
68383;35
68436;49
68478;32
68561;59
68568;46
68615;50
68846;29
68886;37
68984;26
69042;55
69078;42
69089;28
69156;31
69180;50
69232;55
69378;46
69389;29
69405;36
69658;39
69684;33
69697;24
69721;32
69775;41
69810;36
69945;51
69967;41
69971;43
70052;30
70065;19
70183;25
70192;61
70222;56
70401;23
70402;36
70415;57
70477;31
70538;35
70541;26
70594;53
70649;31
70666;18
70703;33
70713;49
70864;45
70931;36
70999;57
71102;23
71162;40
71193;61
71223;62
71234;30
71261;29
71470;62
71490;23
71568;28
71634;59
71662;22
71712;26
71752;20
71786;29
71799;29
71831;21
71853;23
72099;41
72100;37
72214;40
72282;50
72296;33
72352;49
72368;15
72530;42
72531;48
72601;24
72707;24
72785;39
72863;33
72990;31
73127;21
73157;20
73196;35
73330;29
73394;33
73479;16
73588;38
73603;56
73622;27
73681;27
73741;30
73923;29
74026;21
74056;24
74106;64
74185;28
74187;26
74286;23
74328;40
74356;28
74453;61
74493;28
74630;20
74689;39
74691;49
74709;21
74758;24
74833;35
74911;25
75081;29
75091;29
75119;58
75149;36
75251;16
75429;22
75485;27
75491;26
75551;31
75591;33
75595;35
75701;56
75771;35
75777;28
75860;30
76019;28
76102;33
76151;49
76173;71
76223;25
76351;34
76352;58
76483;37
76530;55
76532;36
76576;17
76626;38
76710;57
76818;49
76888;19
76942;25
77052;25
77082;21
77181;33
77270;18
77383;25
77424;29
77480;51
77491;25
77530;38
77724;43
77772;13
77809;29
77840;27
77860;33
78015;32
78328;24
78440;52
78553;40
78719;21
78783;49
78834;28
78841;42
78846;58
78901;31
78941;39
78973;29
79055;47
79089;29
79099;40
79182;29
79186;37
79441;43
79475;37
79506;55
79527;25
79556;27
79736;26
79740;24
79747;57
79754;58
79942;26
79957;55
79961;23
79977;35
80071;28
80105;39
80202;35
80203;34
80266;42
80371;50
80453;24
80538;32
80555;20
80642;43
80683;27
80692;42
80776;65
80810;33
80826;41
80837;34
80929;21
80945;46
81088;18
81136;41
81207;20
81227;20
81263;17
81274;28
81298;20
81303;26
81318;25
81368;28
81370;35
81492;28
81609;57
81682;36
81771;37
81845;34
81848;35
81854;22
81855;42
81865;27
81950;23
81977;34
82123;30
82164;46
82171;26
82391;41
82497;47
82673;23
82699;32
82825;38
82831;21
82893;40
83156;59
83178;52
83287;45
83306;69
83431;35
83467;60
83493;31
83561;41
83637;57
83646;34
83666;33
83671;52
83707;31
83754;65
83971;59
84024;37
84178;44
84201;39
84427;58
84476;16
84479;25
84523;30
84727;58
84729;55
84900;37
85256;37
85367;17
85426;23
85526;36
85534;49
85587;49
85616;25
85656;41
85701;37
85757;40
85833;57
85851;41
85872;36
85875;30
85962;20
85992;18
85993;40
86093;25
86145;45
86159;35
86170;47
86202;26
86242;24
86303;31
86392;25
86408;39
86419;48
86489;26
86538;58
86548;24
86555;44
86641;39
86680;38
86792;37
86959;29
86969;59
87051;31
87143;53
87147;47
87155;23
87351;28
87555;31
87579;38
87610;45
87690;36
87712;19
87729;24
87746;52
87747;23
87820;49
87911;20
87929;25
87938;15
87949;44
87964;56
87974;25
88122;30
88187;36
88229;44
88283;24
88389;77
88412;36
88435;19
88620;27
88652;83
88677;44
88693;30
88729;31
88767;41
88793;25
88879;45
88937;39
88976;43
88993;76
89179;31
89192;34
89207;26
89307;61
89507;30
89551;29
89852;23
89867;28
89869;40
90049;30
90075;57
90137;40
90192;30
90198;34
90391;41
90417;40
90423;50
90471;31
90614;30
90653;29
90776;18
90915;49
91002;37
91017;54
91023;35
91026;40
91058;63
91100;33
91103;35
91113;26
91119;41
91130;39
91184;31
91203;30
91342;29
91425;22
91449;34
91633;21
91647;49
91685;52
91792;32
91875;24
91931;40
92132;20
92152;57
92278;44
92405;26
92524;42
92547;29
92648;41
92652;32
92658;39
92696;46
92804;45
92810;60
93034;45
93046;47
93047;52
93085;34
93092;22
93114;43
93130;61
93147;31
93308;41
93358;52
93363;30
93364;27
93426;35
93562;60
93565;72
93629;54
93631;26
93698;70
93732;56
93769;74
93800;52
93985;65
94023;56
94213;80
94242;28
94263;21
94334;43
94347;44
94385;55
94396;62
94494;24
94529;31
94730;27
94787;24
94818;29
94840;38
94853;27
94923;40
94951;37
94952;58
94965;26
94985;39
95025;21
95049;25
95193;69
95201;53
95353;59
95359;33
95393;33
95452;76
95506;42
95509;38
95525;46
95574;37
95741;29
95800;68
95903;27
95915;13
95923;17
95932;36
95991;28
96054;29
96194;34
96320;51
96357;31
96440;29
96474;29
96475;26
96521;23
96554;36
96611;22
96679;27
96744;34
96771;43
96776;28
96869;28
96936;47
96954;45
96970;42
97025;13
97179;40
97290;24
97324;29
97423;27
97515;56
97694;25
97721;46
97754;46
97848;40
97945;34
98026;40
98159;56
98263;35
98297;24
98320;48
98322;40
98356;45
98391;52
98440;17
98468;33
98484;18
98547;43
98575;58
98628;17
98647;26
98655;70
98686;32
98722;39
98723;29
98741;30
98758;25
98783;30
98787;26
98887;49
98904;28
98943;32
98988;42
99025;35
99026;38
99032;25
99136;29
99252;47
99277;34
99312;28
99347;30
99441;33
99523;28
99630;24
99955;14
99996;43
100009;49
100053;31
100088;26
100115;42
100227;36
100264;37
100361;32
100459;38
100460;31
100578;46
100644;26
100648;54
100782;30
100783;44
100815;30
100822;54
100832;28
100846;39
100906;34
101035;33
101091;54
101141;57
101209;44
101214;46
101304;68
101305;29
101336;41
101422;44
101606;32
101696;25
101851;29
101876;38
101882;18
102019;32
102029;44
102032;30
102117;19
102130;39
102220;54
102275;52
102375;27
102564;54
102647;14
102702;34
102705;22
102733;38
102772;74
102967;54
103024;30
103281;39
103304;44
103315;32
103336;55
103467;45
103577;30
103624;53
103811;25
104051;29
104113;24
104144;65
104211;39
104243;60
104268;28
104278;29
104334;65
104362;45
104399;29
104413;53
104422;39
104429;39
104505;34
104569;48
104657;25
104665;30
104812;19
104880;21
104925;44
104939;43
105012;49
105028;22
105054;29
105058;32
105108;35
105214;34
105221;15
105317;32
105374;25
105476;22
105517;28
105536;17
105627;23
105869;32
105904;35
105937;27
105968;41
105979;26
106007;29
106059;34
106131;32
106208;22
106225;38
106273;28
106302;58
106369;30
106406;34
106725;36
106768;23
106816;57
106849;39
106893;32
106895;29
106936;48
107021;45
107073;23
107214;41
107234;38
107244;50
107301;31
107326;28
107384;32
107426;39
107453;18
107510;27
107540;42
107921;47
107960;63
108005;29
108104;56
108155;29
108158;46
108243;14
108261;66
108285;22
108352;37
108392;34
108405;49
108485;32
108700;49
108741;58
108752;31
108753;48
108773;57
108950;43
109013;39
109049;34
109084;44
109122;42
109135;29
109363;19
109427;37
109461;30
109491;40
109519;32
109574;50
109605;31
109727;27
109779;25
109901;59
109971;71
110029;27
110040;23
110076;52
110110;25
110112;31
110214;45
110267;39
110317;22
110361;29
110382;35
110406;38
110440;29
110483;30
110608;22
110746;59
110853;34
110887;58
110912;36
110934;46
110973;43
111019;21
111133;50
111190;53
111228;18
111286;45
111634;44
111637;53
111657;35
111747;56
111847;38
111888;50
111924;61
111944;23
111947;30
112001;43
112026;17
112083;25
112093;35
112109;33
112199;72
112280;50
112401;49
112408;48
112437;26
112512;27
112541;22
112559;37
112672;47
112761;29
112765;35
112881;18
112953;31
112976;51
113030;25
113155;28
113270;25
113279;24
113292;38
113334;40
113364;44
113435;49
113467;37
113528;66
113531;63
113586;25
113661;39
113804;52
113817;25
113902;36
113904;31
113955;16
113983;39
114143;31
114178;30
114200;41
114258;30
114279;42
114368;33
114378;30
114414;27
114444;34
114446;26
114544;35
114581;23
114698;81
114785;29
114868;31
114893;32
114988;37
115003;43
115120;29
115224;25
115234;32
115392;30
115435;30
115488;22
115537;50
115552;30
115572;23
115679;16
115692;33
115700;29
115841;60
115904;27
115953;36
116005;28
116122;31
116123;21
116160;39
116210;46
116301;30
116391;50
116428;47
116521;25
116556;44
116599;29
116758;38
116763;71
116904;38
116931;24
117092;53
117111;30
117132;66
117210;35
117384;29
117539;30
117548;57
117593;31
117594;26
117852;34
117873;50
117925;40
118275;24
118320;29
118333;18
118434;23
118489;31
118533;37
118587;59
118627;62
118628;34
118677;46
118881;31
119179;24
119248;12
119364;16
119505;32
119575;30
119594;33
119631;46
119725;24
119749;5
119858;53
120080;32
120082;47
120093;59
120155;42
120178;59
120181;36
120332;41
120333;35
120396;46
120548;39
120565;38
120579;18
120695;39
120696;31
120735;44
120807;43
120828;27
120873;59
120908;27
121083;38
121093;32
121119;50
121166;55
121170;30
121251;41
121407;36
121594;63
121606;23
121817;38
121941;57
121986;54
122014;39
122045;54
122048;18
122096;32
122429;48
122440;29
122506;27
122716;30
122782;38
122793;46
122801;38
122867;56
122988;24
123056;32
123094;45
123143;28
123160;30
123203;29
123215;27
123228;61
123257;20
123261;41
123460;31
123503;54
123510;65
123608;17
123625;22
123649;27
123676;36
123744;25
123784;37
123790;25
123883;18
123981;46
123988;32
124078;25
124079;24
124298;25
124310;53
124363;36
124378;29
124474;53
124574;37
124597;38
124688;23
124717;24
124720;36
124747;43
124869;31
124874;32
124876;23
124983;32
124989;46
125027;54
125039;27
125063;44
125143;22
125203;18
125216;28
125217;18
125287;40
125303;25
125411;43
125474;26
125519;40
125538;35
125692;28
125736;17
125774;36
125798;25
125808;32
125917;33
125918;31
126053;16
126196;36
126232;29
126240;51
126296;41
126388;26
126395;28
126473;41
126492;31
126531;23
126604;27
126693;33
126695;30
126697;30
126726;34
126736;38
126783;44
126814;32
126827;30
126860;28
126911;57
127024;57
127035;52
127049;31
127131;42
127190;57
127203;20
127233;29
127359;33
127384;32
127429;23
127438;58
127481;45
127505;41
127621;41
127623;27
127914;43
128033;47
128040;35
128045;41
128060;36
128085;40
128122;37
128208;34
128257;26
128325;43
128331;24
128406;31
128434;24
128588;26
128610;48
128622;23
128696;34
128732;31
128835;60
128915;43
129008;44
129074;51
129084;39
129338;24
129358;36
129373;54
129393;27
129465;33
129474;50
129489;24
129503;40
129690;34
129716;30
129851;35
129883;23
130132;33
130157;47
130166;69
130168;62
130258;27
130438;38
130474;33
130482;54
130543;22
130581;18
130658;90
130705;29
130792;36
130837;32
130847;35
130950;32
131027;31
131032;36
131046;26
131099;39
131108;21
131126;31
131154;18
131182;32
131202;22
131238;15
131437;21
131482;37
131594;47
131622;51
131675;36
131686;27
131855;31
132083;47
132133;23
132171;54
132188;55
132282;23
132375;58
132382;40
132392;38
132544;38
132572;45
132663;44
132836;57
132851;43
132909;35
132930;29
133037;18
133166;23
133258;49
133284;41
133296;23
133416;25
133418;32
133435;40
133571;39
133689;29
133706;30
133738;28
133747;28
133868;36
133905;34
133935;28
134005;34
134120;44
134137;27
134225;25
134247;26
134294;44
134311;23
134347;26
134403;18
134434;25
134508;55
134516;26
134556;28
134684;28
134694;42
134761;26
134784;27
134837;28
134900;39
134948;43
135045;29
135265;32
135294;32
135329;40
135351;23
135360;39
135398;40
135411;34
135458;24
135673;26
135703;32
135704;66
135753;55
135763;42
135776;32
135778;45
135799;50
135869;46
135974;29
135996;33
136011;37
136071;44
136136;32
136193;40
136205;39
136237;34
136240;20
136252;33
136291;23
136313;27
136326;42
136348;51
136396;34
136465;18
136491;18
136509;31
136561;37
136747;31
136829;33
137136;80
137190;31
137222;26
137336;26
137437;26
137480;25
137587;28
137589;35
137620;36
137627;37
137688;46
137742;24
137803;27
138010;31
138073;31
138097;35
138176;35
138189;37
138198;37
138239;40
138298;50
138379;51
138425;48
138441;34
138515;36
138543;21
138578;38
138586;42
138602;36
138826;61
138844;40
138883;16
138955;52
138995;47
139070;30
139126;27
139141;35
139206;52
139221;47
139327;24
139359;36
139387;30
139467;53
139586;33
139636;22
139642;57
139742;36
139828;49
139835;37
139913;54
140013;41
140036;35
140069;29
140087;32
140184;23
140223;27
140255;21
140294;31
140340;42
140410;26
140451;38
140555;31
140662;30
140763;34
140879;36
140974;44
141010;35
141047;47
141065;76
141070;20
141089;22
141109;28
141201;29
141309;27
141310;21
141328;29
141491;47
141493;44
141496;44
141511;30
141600;35
141819;34
141901;43
141902;51
141958;41
142005;46
142026;32
142062;41
142121;33
142143;32
142212;64
142256;52
142524;36
142584;21
142600;59
142671;59
142672;30
142680;26
142715;35
142745;38
142801;17
142823;29
143134;27
143163;26
143175;28
143253;27
143294;42
143415;50
143427;24
143497;36
143715;32
143792;25
143809;21
143837;28
143909;26
143964;26
143965;31
143968;39
144038;49
144114;49
144162;35
144194;21
144223;20
144229;25
144241;33
144348;31
144455;40
144478;39
144516;41
144531;37
144555;37
144707;23
144727;45
144925;32
144997;31
145109;45
145165;38
145198;28
145431;33
145451;63
145619;36
145737;40
146026;25
146078;42
146083;29
146175;27
146207;36
146230;49
146279;42
146298;25
146345;47
146386;14
146517;22
146564;43
146573;45
146890;64
146932;30
147045;28
147141;21
147156;42
147166;38
147224;41
147307;48
147414;42
147420;53
147451;37
147616;30
147678;36
147686;34
147687;17
147752;27
147839;47
147851;22
147900;32
148121;34
148157;43
148191;42
148192;50
148199;50
148263;34
148314;29
148590;49
148662;25
148695;26
148744;67
148798;54
148847;34
148898;24
148934;31
149043;55
149069;30
149071;49
149084;32
149140;44
149483;25
149484;23
149598;41
149690;35
149802;33
149843;60
149893;25
149907;42
149908;29
149909;22
149934;44
150067;29
150124;30
150498;38
150554;15
150561;33
150587;61
150627;24
150657;26
150661;36
150663;24
150814;42
150896;30
150911;35
150968;47
150979;34
151043;20
151098;38
151107;39
151122;42
151503;33
151537;33
151589;56
151702;18
151780;26
151787;16
151790;26
151799;27
151800;25
151806;50
151991;39
152016;29
152036;47
152099;14
152186;33
152309;71
152409;33
152435;40
152483;18
152514;61
152579;22
152617;27
152645;28
152651;24
152742;38
152946;25
153042;35
153054;20
153174;55
153211;28
153322;33
153342;43
153361;44
153513;31
153653;50
153662;44
153718;27
153723;31
153797;31
153927;26
154037;33
154070;38
154126;48
154160;32
154176;31
154182;36
154346;24
154354;31
154443;31
154465;32
154529;37
154543;29
154553;23
154675;29
154730;42
154773;30
154781;62
154844;32
154944;33
154975;29
154992;40
155000;53
155027;39
155141;31
155147;60
155219;29
155444;51
155463;38
155495;26
155580;61
155807;54
155916;27
156140;52
156150;36
156214;59
156243;40
156269;53
156300;49
156438;43
156467;38
156510;50
156534;26
156584;55
156670;39
156706;19
156837;39
157101;31
157127;26
157163;37
157247;48
157252;43
157273;37
157290;33
157380;34
157655;45
157799;42
157811;34
158033;24
158034;35
158103;56
158226;26
158254;28
158262;29
158344;36
158385;32
158506;52
158606;72
158774;34
158791;72
158846;54
158984;42
159033;46
159040;14
159137;42
159440;27
159506;28
159720;31
159732;47
159754;60
159822;37
159834;19
159858;37
159860;43
160295;38
160393;46
160401;30
160434;29
160451;59
160548;22
160558;28
160574;27
160681;28
160735;39
160819;43
161037;32
161039;30
161041;24
161200;43
161211;25
161234;41
161252;57
161265;44
161299;41
161348;17
161443;58
161467;41
161476;26
161662;32
161677;26
161752;58
161755;26
161831;33
161880;31
161882;49
161936;53
161974;25
162019;19
162052;51
162085;21
162121;31
162155;57
162219;42
162311;22
162376;23
162380;28
162473;29
162538;49
162562;29
162564;28
162610;29
162625;46
162671;19
162738;35
162762;25
162780;31
162840;52
162886;29
162962;25
163194;57
163202;26
163307;24
163319;34
163326;28
163358;21
163419;33
163467;28
163488;24
163570;50
163579;58
163600;17
163676;59
163690;31
163744;54
163761;37
163776;29
163804;43
163851;26
163973;46
164096;29
164323;31
164465;33
164480;44
164492;46
164533;46
164581;30
164584;52
164675;55
164762;29
164863;37
164926;25
164956;44
165183;60
165232;23
165268;73
165308;33
165319;28
165512;28
165516;26
165759;58
165806;57
165866;27
165987;48
166017;38
166123;32
166327;66
166391;60
166409;63
166596;57
166646;30
166830;24
166892;38
166922;26
167131;30
167189;43
167327;29
167349;33
167471;29
167478;28
167494;20
167507;21
167517;25
167521;23
167587;22
167611;36
167614;46
167678;35
167722;43
167746;32
167761;24
167800;57
167812;38
167844;37
168016;39
168029;15
168047;28
168132;37
168144;46
168216;47
168245;37
168387;32
168464;11
168642;24
168816;35
168954;29
168971;49
169006;27
169057;50
169181;53
169223;38
169233;27
169243;41
169249;43
169403;43
169438;39
169492;55
169600;28
169682;26
169699;40
169779;36
169781;21
169824;35
170012;37
170077;58
170154;31
170155;40
170184;51
170227;33
170229;56
170264;23
170415;30
170499;26
170518;61
170522;48
170527;40
170575;32
170595;34
170721;33
170724;43
170742;41
170762;60
170792;38
170810;40
170861;44
170947;35
170997;66
171007;38
171045;44
171050;41
171078;43
171082;36
171118;47
171165;36
171295;27
171445;37
171602;37
171638;50
171758;13
171765;37
171783;20
171818;31
171968;23
171986;47
172010;21
172030;30
172061;25
172091;58
172119;28
172128;40
172192;36
172203;45
172326;51
172374;20
172512;25
172676;29
172700;33
172742;44
172760;29
173111;36
173122;28
173131;25
173291;29
173415;31
173481;69
173486;45
173517;35
173650;27
173679;27
173684;15
173773;36
173835;53
173860;48
173879;25
173881;32
173906;32
174034;50
174062;38
174092;34
174140;23
174151;34
174216;36
174304;26
174326;38
174367;53
174375;31
174428;37
174625;32
174633;31
174683;40
174692;59
174700;47
174791;38
174827;46
174834;59
174914;33
175003;33
175052;57
175070;31
175100;55
175101;61
175145;33
175149;32
175271;55
175284;38
175287;32
175536;27
175636;46
175886;52
175978;27
176094;22
176214;34
176256;32
176348;33
176459;30
176477;46
176597;34
176658;33
176667;23
176875;31
176887;30
176902;25
176903;24
177040;27
177072;47
177090;37
177091;36
177113;47
177180;39
177186;42
177195;20
177233;23
177277;30
177284;30
177295;41
177349;33
177373;29
177375;42
177432;33
177458;29
177569;52
177590;49
177690;27
177862;33
178035;81
178056;32
178079;55
178130;45
178151;58
178181;32
178223;34
178229;47
178240;49
178322;66
178356;26
178587;56
178667;34
178797;29
178919;30
178920;31
179068;30
179075;82
179184;45
179288;50
179327;18
179433;42
179501;23
179688;56
179718;39
179733;26
179734;26
179739;42
179744;26
179772;37
